_time	_room	_place	_lesson
"08:20-09:50", "2308 (БЫВШ. 306) АУД.", "Кронверкский пр., д.49, лит.А", "ОСНОВЫ ПРОФЕССИОНАЛЬНОЙ ДЕЯТЕЛЬНОСТИ(ЛАБ)"
"10:00-11:30", "2308 (БЫВШ. 306) АУД.", "Кронверкский пр., д.49, лит.А", "ОСНОВЫ ПРОФЕССИОНАЛЬНОЙ ДЕЯТЕЛЬНОСТИ(ЛАБ)"

timetable	lessons	_lang	_group	_day
"{"	"{"	"ru"	"P3133"	"thursday"
